title（注意，所有单元格都不要包含换行符）,variant,price,imgUrl,link,l2,l3,inviteId,modelId,final_1688_link,price judge,上传日期,itemid,最大价格,价格档位,空置，该列请勿删除，否则会导致数据错乱,l4
BAYIKU.ID FIX 婴儿背带固定装置 MShape SSC 婴儿至幼儿,香草，单曲 - 仅限 SSC,49.9,https://cf.shopee.ph/file/id-11134207-8224t-mk4mep47qozod4,http://shopee.ph/product/1672803075/48901103097,婴儿外出用品,婴儿背带,IVCN202605265423,415098101248,https://detail.1688.com/offer/841163823754.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i7&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,5月26日,48901103097,49.9,高价品,,
WESSER 二合一多功能奶瓶刷，可清洁奶瓶和奶嘴,WESSER 二合一多功能奶瓶刷，可清洁奶瓶和奶嘴,1,https://cf.shopee.vn/file/vn-11134207-820l4-mjnubdtj1blz57,http://shopee.vn/product/484423896/45001781820,哺育必备品,奶瓶,IVCN202605265425,415163439269,https://detail.1688.com/offer/800266069130.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,5月26日,45001781820,1,中价品,,瓶子清洁
大型太空战斗机积木套装 DIY战斗机模型 儿童益智玩具 1000+块,1271件带灯,67.69,https://cf.shopee.com.my/file/my-11134207-820lc-mib370hhj8quc5,http://shopee.com.my/product/1614882050/52851786250,玩具,积木玩具,IVCN202605265427,415165344326,https://detail.1688.com/offer/952101730990.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i8&source=action%23offerItem%3Borigin%23cf.shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,爆品竞价,5月26日,52851786250,67.69,高价品,,
55厘米硅胶重生女婴，黑皮肤，两条辫子,48厘米-596,61.79,https://cf.shopee.com.br/file/br-11134207-81z1k-mhijr0vbiy2p0d,http://shopee.com.br/product/1566421672/23494189718,玩具,娃娃与毛绒玩具,IVCN202605265429,415206658828,https://detail.1688.com/offer/1048216058203.html?spm=a26352.13672862.offerlist.56.3b283a74dtBslV&offerId=1048216058203&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=e8da2a834f4c416896c4d971f4af068c&skuId=6242447958710&forcePC=1779180183959,爆品竞价,5月26日,23494189718,61.79,高价品,,玩偶及配饰
[Thevatipoem] 感官环 12 件装 | 柔软、灵活、锋利的橡胶环 | 英文版，舒缓身心 | 儿童、青少年、成人玩具 - 热销,[Thevatipoem] 感官环 12 件装 | 柔软、灵活、锋利的橡胶环 | 英文版，舒缓身心 | 儿童、青少年、成人玩具 - 热销,8.18,https://cf.shopee.co.th/file/sg-11134201-81zv5-miok23fl6cxv4b,http://shopee.co.th/product/289679237/47053766790,玩具,过家家玩具,IVCN202605265431,415356143989,https://detail.1688.com/offer/948642174109.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i7&source=action%23offerItem%3Borigin%23shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,爆品竞价,5月26日,47053766790,8.18,低价品,,
（含保温托盘）Cocobear 高级婴儿奶粉加热器，带控制面板，婴儿热水器,CCB绿色水壶,37.19,https://cf.shopee.vn/file/vn-11134207-820l4-miwqzjj02nlt45,http://shopee.vn/product/1167880738/24569804911,哺育必备品,奶瓶,IVCN202605265433,415378016290,https://detail.1688.com/offer/986599865664.html?spm=a26352.b28411319/2508.0.0,爆品竞价,5月26日,24569804911,37.19,高价品,,热奶器
升级版儿童手持数码显微镜，配备2英寸高清屏幕，1000倍放大倍率，儿童益智礼物,紫色，带16G卡,80.8,https://cf.shopee.com.my/file/cn-11134207-7ras8-mct1klxyh36x40,http://shopee.com.my/product/1150870729/46654166772,玩具,益智类玩具,IVCN202605265435,415393733826,https://detail.1688.com/offer/751661815270.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i6&source=action%23offerItem%3Borigin%23shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,爆品竞价,5月26日,46654166772,80.8,高价品,,科技玩具
升级版儿童手持数码显微镜，配备2英寸高清屏幕，1000倍放大倍率，儿童益智礼物,紫色，带 64G 卡,98.98,https://cf.shopee.com.my/file/cn-11134207-7ras8-mct1klxyh36x40,http://shopee.com.my/product/1150870729/46654166772,玩具,益智类玩具,IVCN202605265437,415393733828,https://detail.1688.com/offer/751661815270.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i6&source=action%23offerItem%3Borigin%23shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,爆品竞价,5月26日,46654166772,98.98,高价品,,科技玩具
升级版儿童手持数码显微镜，配备2英寸高清屏幕，1000倍放大倍率，儿童益智礼物,白色，仅限机器,71.93,https://cf.shopee.com.my/file/cn-11134207-7ras8-mct1klxyfomhc7,http://shopee.com.my/product/1150870729/46654166772,玩具,益智类玩具,IVCN202605265439,415393733829,https://detail.1688.com/offer/751661815270.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i6&source=action%23offerItem%3Borigin%23shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,爆品竞价,5月26日,46654166772,71.93,高价品,,科技玩具
Geetoy 6米卷纸绘画——儿童教育涂色页,6M-MIX,4.5,https://cf.shopee.com.br/file/sg-11134201-8262w-mj6pbse7pibm3e,http://shopee.com.br/product/1419218663/26443980473,玩具,益智类玩具,IVCN202605265441,415401837084,https://detail.1688.com/offer/1016487508674.html?fro,1688三档价,5月26日,26443980473,4.5,中价品,,其他
1.13米变形卡车玩具，带合金车壳、灯光和音乐 JP588-32,卡车,65.34,https://cf.shopee.vn/file/vn-11134207-820l4-mjgq1sbev4030e,http://shopee.vn/product/120503687/58154656597,玩具,玩具车、交通工具玩具,IVCN202605265443,415432312204,https://detail.1688.com/offer/850401340346.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i9&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,爆品竞价,5月26日,58154656597,65.34,高价品,,
1000片积木套装，大型航天飞机和火箭模型，儿童玩具，儿童礼物。,521 件航天飞机材料。,12.28,https://cf.shopee.co.th/file/th-11134207-81ztn-mjp05sx38e11a6,http://shopee.co.th/product/1090039113/54804924284,玩具,积木玩具,IVCN202605265445,415455728853,https://detail.1688.com/offer/1017612895612.html?spm=a26352.b28411319/2508.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=da68d850cc38451ba80a58f0e332c68f&sessionid=340181d7363d3b8263c9e5dfb0d184d6,爆品竞价,5月26日,54804924284,12.28,中价品,,
【大号】10款变形机器人拼装玩具 - 儿童变形机器人组装玩具,大号套装 7.7厘米,5.33,https://cf.shopee.vn/file/vn-11134207-81ztc-mk2lmd7x3hfm0b,http://shopee.vn/product/23628364/25218312322,玩具,玩具机器人,IVCN202605265447,415505759848,https://detail.1688.com/offer/622149880774.html?spm=a26352.b28411319/2508.0.0,爆品竞价,5月26日,25218312322,5.33,中价品,,
300毫升婴儿防漏饮水杯，幼儿儿童防咬训练杯，不含BPA，适合新生儿，300毫升婴儿水杯/鸭嘴杯/儿童饮水杯,【混合装2件】绿色,5.03,https://cf.shopee.ph/file/cn-11134207-820l4-ml4o29kyxe6j37,http://shopee.ph/product/1120487045/27759651289,哺育必备品,餐具,IVCN202605265449,415521279892,https://detail.1688.com/offer/668323632679.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0https://detail.1688.com/offer/660108258763.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0&tracelog=cps&clickid=b797d97119cc1d7e44d81ae383269fa5&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DD2DC7A927D55C03D6511A0CCA913FD65D6FA062685DFF8F7D920A558D1D5758C4B369BE324A83E744B8F19128B0D93E33FB8088B45F57B9E47F28FD2CC0E231B18AD4F779334558760FEF997084D4D5331EB6FC8DBCADED4C6C8CEEEE21320CC4BD39EA2FE12E3B14DD8415EF7A1230C1B89136A3F86B2A619F9F79993B01BD831AF9AA43D1DEFAC348394BC3CC3C62B9992F8828C4BE892289674B49FB343AA198F1C01EFA3B8F6EBCCAA70DA40D6CB990AAC2405DB6CECD943FE1F73ED9305B16784BA04E1D48756250CBD65FE049E218DCE0FD9906E890CDEA13D67E623AEA6EEA742D45BF124D479D65685A33CC9%26cbu_cps_trace_flag%3Dwrite,爆品竞价,5月26日,27759651289,5.03,低价品,,婴儿杯
儿童浴袍，男女童皆宜/多种颜色可选，含毯子，适合寒冷天气，舒适时尚。,绿色恐龙，8岁,16.9,https://cf.shopee.com.br/file/br-11134207-820mc-mlqbnlpwun0k16,http://shopee.com.br/product/1179587511/22197555507,沐浴与护肤用品,浴袍及浴巾,IVCN202605265451,415527246186,https://detail.1688.com/offer/654956554949.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,5月26日,22197555507,16.9,高价品,,
Bearmoss 1条装带帽婴儿浴巾，棉质，吸水性好，速干，80厘米 x 80厘米,树林,1.83,https://cf.shopee.com.my/file/my-11134207-820lh-mkbwhhjw0lc846,http://shopee.com.my/product/1615091690/44805849990,沐浴与护肤用品,浴袍及浴巾,IVCN202605265453,415528106074,https://detail.1688.com/offer/1009472992716.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i39&source=action%23offerItem%3Borigin%23cf.shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,爆品竞价,5月26日,44805849990,1.83,低价品,,
Bearmoss 1条装带帽婴儿浴巾，棉质，吸水性好，速干，80厘米 x 80厘米,叶芽,1.83,https://cf.shopee.com.my/file/my-11134207-820lf-mkbwimc0g3yb53,http://shopee.com.my/product/1615091690/44805849990,沐浴与护肤用品,浴袍及浴巾,IVCN202605265455,415528106080,https://detail.1688.com/offer/1009472992716.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i39&source=action%23offerItem%3Borigin%23cf.shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,爆品竞价,5月26日,44805849990,1.83,低价品,,
儿童帐篷，公主王子帐篷，儿童安全游戏屋，附赠装饰灯。,D-笑脸专业版,18.73,https://cf.shopee.vn/file/vn-11134207-81ztc-mkhx9hpz9csoe9,http://shopee.vn/product/1351053454/43806690902,玩具,运动与户外玩具,IVCN202605265457,415544159402,https://detail.1688.com/offer/837592104431.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,爆品竞价,5月26日,43806690902,18.73,高价品,,游乐帐篷、隧道和球坑
Oasia多功能积木桌，儿童画板，3-12岁儿童学习桌,粉红公主,55,https://cf.shopee.ph/file/ph-11134207-81zte-mkn9q3e33htv85,http://shopee.ph/product/505255565/52056080993,玩具,积木玩具,IVCN202605265459,415559183560,https://detail.1688.com/offer/862523420278.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i7&source=action%23offerItem%3Borigin%23cf.shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,5月26日,52056080993,55,高价品,,
Sansanvu 厨房玩具逼真地模拟烹饪过程，配有儿童烹饪玩具盒。,[36T-6]粉色烟雾 36厘米,5.43,https://cf.shopee.vn/file/vn-11134207-81ztc-mlynjif400030e,http://shopee.vn/product/427619236/23175592505,玩具,过家家玩具,IVCN202605265461,415562845481,https://detail.1688.com/offer/984023029111.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,爆品竞价,5月26日,23175592505,5.43,中价品,,
Fairy Princess 全新原装 11.5 英寸黑色碳纤维版 金标骨,FR45-baby,32,https://cf.shopee.com.br/file/sg-11134201-82600-mlbyt3qlt4ata0,http://shopee.com.br/product/1091702535/40029010625,玩具,娃娃与毛绒玩具,IVCN202605265463,415598668930,https://detail.1688.com/offer/843692191252.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i8&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,5月26日,40029010625,32,高价品,,玩偶及配饰
儿童学习ABC磁性字母数字套装，包括字母冰箱贴、磁性黑板玩具等。,234件套 ABC+abc,31.35,https://cf.shopee.com.my/file/my-11134207-820l7-mlhm5i9pcu14e8,http://shopee.com.my/product/1058913456/16196762647,玩具,益智类玩具,IVCN202605265465,415613735282,https://detail.1688.com/offer/607147350287.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23cf.shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,5月26日,16196762647,31.35,高价品,,其他
拼豆板104钉划线款白色White Lined High Temperature Resistant Bean Patching Base Plate 104x104 Nails 2.6mm Base Plate Can Be Spliced ( 2.6mm拼豆工具 拼豆DIY 拼 豆豆 套装,104 指甲油系列,14.8,https://cf.shopee.com.my/file/sg-11134201-8261x-mlq8oesn3v9rda,http://shopee.com.my/product/1643256980/53957053876,玩具,益智类玩具,IVCN202605265467,415630254848,https://detail.1688.com/offer/1047164453496.html?spm=a26352.b28411319/2508.0.0,1688三档价,5月26日,53957053876,14.8,中价品,,艺术品/美术品/diy品
磁性火车玩具，配有27节木制字母车厢，是一款适合婴儿的智能早教玩具,磁性火车玩具，配有27节木制字母车厢，是一款适合婴儿的智能早教玩具,2.68,https://cf.shopee.vn/file/vn-11134207-81ztc-mloxscx94w028e,http://shopee.vn/product/1094729878/54807075009,玩具,益智类玩具,IVCN202605265469,415631229398,https://detail.1688.com/offer/899567205747.html?spm=a26352.b28411319/2508.0.0,爆品竞价,5月26日,54807075009,2.68,中价品,,拼图
彩虹布艺风车，双层，8片叶片，30/50厘米，适用于花园、奶茶车、咖啡车等装饰风车,双层 30/50厘米，带胶水,2.02,https://cf.shopee.vn/file/vn-11134207-81ztc-mlt2v1nc6xokea,http://shopee.vn/product/599722110/54007201803,玩具,运动与户外玩具,IVCN202605265471,415641959149,https://detail.1688.com/offer/645006006073.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982https://detail.1688.com/offer/669581355015.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i3&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,爆品竞价,5月26日,54007201803,2.02,低价品,,飞行玩具、风筝和风车
【整盒6款模型】积木玩具套装，包含光滑的积木块，6款模型，2026年超可爱花屋版。,6款可爱图案组合,3.47,https://cf.shopee.vn/file/vn-11134207-81ztc-mludbxt03ny8a8,http://shopee.vn/product/84945034/28186225482,玩具,积木玩具,IVCN202605265473,415644321805,https://detail.1688.com/offer/1010088728444.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i6&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,爆品竞价,5月26日,28186225482,3.47,中价品,,
Jumysie 硅胶婴儿喂食勺瓶，挤压式设计，方便宝宝学习进食，带盖,Jumysie 硅胶婴儿喂食勺瓶，挤压式设计，方便宝宝学习进食，带盖,4.3,https://cf.shopee.vn/file/vn-11134207-81ztc-mm0453epfbb755,http://shopee.vn/product/1679823795/48957422174,哺育必备品,餐具,IVCN202605265475,415658870180,https://detail.1688.com/offer/916809359252.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i3&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,5月26日,48957422174,4.3,中价品,,婴儿餐具
VTech 弹奏学习吉他，玩具，音乐，礼物，乐器 (80-587500),80-587500,55,https://cf.shopee.com.my/file/my-11134207-820l9-mm5okko9rqisff,http://shopee.com.my/product/408885257/43979428735,玩具,益智类玩具,IVCN202605265477,415672819225,https://detail.1688.com/offer/713802827832.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2132815517791624010126340e0f15&token=e1U2AtEWP3hmGxfJSj9Ppk95FB0O1trTgf2%2FV%2FceRulFDzWcalZ%2F%2BkbQ0CEViVVk,1688三档价,5月26日,43979428735,55,高价品,,音乐玩具
[MKMC] 婴儿床挂件玩具，带拉绳，啦啦队玩具，新生儿摇铃，拉绳玩具，卡通动物玩具，蒙特梭利教育玩具，精美婴儿玩具,A1,6.58,https://cf.shopee.vn/file/sg-11134201-82610-mm91qarjdki7a3,http://shopee.vn/product/1721148409/27044441725,玩具,婴儿与幼童玩具,IVCN202605265479,415686378716,https://detail.1688.com/offer/998829115296.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,爆品竞价,5月26日,27044441725,6.58,中价品,,婴儿床摇铃和摇铃
Dr.isla 3件套优质婴儿硅胶可调节喂食器，可水洗防水，不含BPA DBT06,3件装-粉色,15.25,https://cf.shopee.ph/file/ph-11134207-81ztd-mma2d497wrut7c,http://shopee.ph/product/914611714/23366991538,哺育必备品,餐具,IVCN202605265481,415686958529,https://detail.1688.com/offer/972920606548.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0https://detail.1688.com/offer/726401744311.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i7&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,爆品竞价,5月26日,23366991538,15.25,高价品,,婴儿餐具
Dr.isla 3件套优质婴儿硅胶可调节喂食器，可水洗防水，不含BPA DBT06,3件装-蓝色,15.21,https://cf.shopee.ph/file/ph-11134201-81ztg-mma2d3w2yvwg0b,http://shopee.ph/product/914611714/23366991538,哺育必备品,餐具,IVCN202605265483,415686958530,https://detail.1688.com/offer/972920606548.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0https://detail.1688.com/offer/726401744311.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i7&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,爆品竞价,5月26日,23366991538,15.21,高价品,,婴儿餐具
米色儿童游泳池，材质厚实，防水，可折叠设计，家用儿童游泳池。,样本 - 2.6米，单池,27.56,https://cf.shopee.vn/file/vn-11134207-81ztc-mm9u4nep2o7j6b,http://shopee.vn/product/1273890959/28131450687,玩具,运动与户外玩具,IVCN202605265485,415687055992,https://detail.1688.com/offer/922619969373.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,爆品竞价,5月26日,28131450687,27.56,高价品,,泳池、水上和沙滩玩具
米色儿童游泳池，材质厚实，防水，可折叠设计，家用儿童游泳池。,印花样品 - 2.6米，🔥游泳池 + 充气泵,38.41,https://cf.shopee.vn/file/vn-11134207-81ztc-mm9u4nep2o7j6b,http://shopee.vn/product/1273890959/28131450687,玩具,运动与户外玩具,IVCN202605265487,415687055993,https://detail.1688.com/offer/922619969373.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,爆品竞价,5月26日,28131450687,38.41,高价品,,泳池、水上和沙滩玩具
米色儿童游泳池，材质厚实，防水，可折叠设计，家用儿童游泳池。,🏊打印样品 - 3米，单池,41.71,https://cf.shopee.vn/file/vn-11134207-81ztc-mm9u54mc5gqw64,http://shopee.vn/product/1273890959/28131450687,玩具,运动与户外玩具,IVCN202605265489,415687055994,https://detail.1688.com/offer/922619969373.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,爆品竞价,5月26日,28131450687,41.71,高价品,,泳池、水上和沙滩玩具
